# Chunk-averaged data for fix temp_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
5000 40 17280.000000000007
  1 0.0125 431.034 289.929
  2 0.0375 432.924 287.925
  3 0.0625 431.744 302.233
  4 0.0875 431.582 302.225
  5 0.1125 432.786 301.133
  6 0.1375 433.112 294.441
  7 0.1625 432.448 292.929
  8 0.1875 433.018 302.425
  9 0.2125 432.296 305.162
  10 0.2375 432.248 297.03
  11 0.2625 431.564 291.887
  12 0.2875 432.29 301.086
  13 0.3125 432.054 306.531
  14 0.3375 432.548 298.05
  15 0.3625 432.344 312.427
  16 0.3875 432.678 295.936
  17 0.4125 431.32 301.019
  18 0.4375 432.556 306.197
  19 0.4625 431.694 303.143
  20 0.4875 431.982 300.726
  21 0.5125 432.306 306.713
  22 0.5375 432.236 305.37
  23 0.5625 432.072 300.618
  24 0.5875 431.472 304.074
  25 0.6125 432.234 312.403
  26 0.6375 431.886 310.282
  27 0.6625 430.958 301.416
  28 0.6875 431.388 304.686
  29 0.7125 431.746 299.542
  30 0.7375 431.226 299.548
  31 0.7625 431.108 292.415
  32 0.7875 432.638 293.145
  33 0.8125 431.458 294.628
  34 0.8375 432.272 303.248
  35 0.8625 433.05 291.134
  36 0.8875 431.654 296.464
  37 0.9125 431.49 293.756
  38 0.9375 431.596 291.43
  39 0.9625 431.322 290.847
  40 0.9875 431.666 289.247
10000 40 17279.999999999996
  1 0.0125 432.166 274.678
  2 0.0375 432.858 274.503
  3 0.0625 431.372 291.188
  4 0.0875 431.136 286.968
  5 0.1125 431.696 290.113
  6 0.1375 431.974 291.14
  7 0.1625 431.908 296.021
  8 0.1875 432.148 291.824
  9 0.2125 432.45 296
  10 0.2375 432.348 300.877
  11 0.2625 431.47 303.403
  12 0.2875 431.834 303.165
  13 0.3125 433.212 302.199
  14 0.3375 431.752 312.181
  15 0.3625 433.096 307.512
  16 0.3875 432.438 300.921
  17 0.4125 432.07 305.23
  18 0.4375 432.294 306.022
  19 0.4625 430.952 311.014
  20 0.4875 431.996 307.459
  21 0.5125 431.296 329.545
  22 0.5375 431.744 326.225
  23 0.5625 431.014 313.998
  24 0.5875 432.696 314.896
  25 0.6125 432.944 308.024
  26 0.6375 431.606 303.068
  27 0.6625 431.42 293.994
  28 0.6875 430.946 298.351
  29 0.7125 431.018 303.008
  30 0.7375 431.106 301.39
  31 0.7625 432.884 294.928
  32 0.7875 432.598 298.103
  33 0.8125 431.042 294.218
  34 0.8375 432.764 293.792
  35 0.8625 433.044 289.744
  36 0.8875 433.28 295.081
  37 0.9125 432.262 298.241
  38 0.9375 431.396 292.018
  39 0.9625 432.73 292.23
  40 0.9875 431.04 278.059
15000 40 17280
  1 0.0125 431.634 261.16
  2 0.0375 430.59 257.91
  3 0.0625 431.358 279.08
  4 0.0875 431.536 278.97
  5 0.1125 431.376 296.684
  6 0.1375 431.592 287.249
  7 0.1625 431.92 289.877
  8 0.1875 432.942 297.627
  9 0.2125 431.534 294.472
  10 0.2375 431.676 299.645
  11 0.2625 432.602 308.884
  12 0.2875 432.912 306.12
  13 0.3125 432.11 307.614
  14 0.3375 432.852 306.748
  15 0.3625 433.052 305.979
  16 0.3875 433.258 305.861
  17 0.4125 433.35 302.534
  18 0.4375 433.328 309.143
  19 0.4625 432.194 319.645
  20 0.4875 434.316 326.708
  21 0.5125 431.52 346.11
  22 0.5375 433.718 336.177
  23 0.5625 432.488 321.864
  24 0.5875 432.698 317.998
  25 0.6125 432.756 306.927
  26 0.6375 432.046 305.305
  27 0.6625 431.298 291.71
  28 0.6875 432.266 294.126
  29 0.7125 431.076 298.021
  30 0.7375 429.94 302.518
  31 0.7625 432.028 303.887
  32 0.7875 431.548 293.041
  33 0.8125 430.116 293.558
  34 0.8375 432.534 292.205
  35 0.8625 430.998 294.266
  36 0.8875 431.296 290.372
  37 0.9125 431.892 296.525
  38 0.9375 431.02 289.266
  39 0.9625 431.3 283.697
  40 0.9875 431.33 274.149
20000 40 17279.999999999996
  1 0.0125 431.708 250.561
  2 0.0375 432.196 254.947
  3 0.0625 432.324 277.596
  4 0.0875 431.724 285.507
  5 0.1125 432.356 284.573
  6 0.1375 432.9 282.539
  7 0.1625 432.448 286.407
  8 0.1875 431.84 293.264
  9 0.2125 432.8 299.545
  10 0.2375 430.804 299.489
  11 0.2625 431.806 310.256
  12 0.2875 430.976 314.451
  13 0.3125 432.178 307.761
  14 0.3375 431.602 306.742
  15 0.3625 433.372 317.707
  16 0.3875 430.96 300.371
  17 0.4125 430.784 306.822
  18 0.4375 431.306 312.543
  19 0.4625 431.724 316.669
  20 0.4875 431.496 318.957
  21 0.5125 431.196 354.157
  22 0.5375 432.362 350.817
  23 0.5625 431.014 324.751
  24 0.5875 431.556 313.278
  25 0.6125 431.85 311.557
  26 0.6375 432.258 304.173
  27 0.6625 431.344 304.043
  28 0.6875 430.176 296.91
  29 0.7125 432.284 299.662
  30 0.7375 432.17 303.944
  31 0.7625 432.866 303.617
  32 0.7875 432.908 292.739
  33 0.8125 432.072 293.388
  34 0.8375 432.654 293.494
  35 0.8625 432.59 296.521
  36 0.8875 433.038 289.245
  37 0.9125 433.682 284.272
  38 0.9375 431.83 287.296
  39 0.9625 432.53 281.735
  40 0.9875 432.316 259.858
25000 40 17280
  1 0.0125 430.42 248.824
