# Chunk-averaged data for fix temp_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
405000 40 5760.000000000002
  1 0.0125 144.268 253.911
  2 0.0375 144.308 258.229
  3 0.0625 143.936 275.666
  4 0.0875 143.794 283.335
  5 0.1125 144.09 275.671
  6 0.1375 144.172 284.37
  7 0.1625 144.224 296.476
  8 0.1875 143.454 291.307
  9 0.2125 144.41 297.019
  10 0.2375 143.504 299.473
  11 0.2625 143.934 307.601
  12 0.2875 143.94 300.053
  13 0.3125 142.896 302.43
  14 0.3375 145.722 303.384
  15 0.3625 143.252 313.579
  16 0.3875 143.608 312.378
  17 0.4125 144.5 303.059
  18 0.4375 144.712 308.09
  19 0.4625 144.184 314.686
  20 0.4875 144.364 336.471
  21 0.5125 144.456 348.33
  22 0.5375 144.094 332.703
  23 0.5625 144.092 327.778
  24 0.5875 143.168 324.297
  25 0.6125 145.048 324.599
  26 0.6375 143.732 316.231
  27 0.6625 143.95 308.451
  28 0.6875 143.412 303.714
  29 0.7125 143.674 309.328
  30 0.7375 144.276 305.274
  31 0.7625 143.254 295.962
  32 0.7875 144.008 288.774
  33 0.8125 144.116 290.994
  34 0.8375 143.514 286.642
  35 0.8625 144.194 287.52
  36 0.8875 144.18 280.84
  37 0.9125 143.848 274.655
  38 0.9375 144.386 270.627
  39 0.9625 143.432 273.695
  40 0.9875 143.894 263.674
410000 40 5759.999999999999
  1 0.0125 143.442 248.3
  2 0.0375 144.092 253.461
  3 0.0625 143.712 267.52
  4 0.0875 142.926 271.375
  5 0.1125 143.406 277.262
  6 0.1375 144.5 287.381
  7 0.1625 142.93 291.151
  8 0.1875 143.552 289.843
  9 0.2125 143.434 306.771
  10 0.2375 144.412 306.018
  11 0.2625 143.394 304.681
  12 0.2875 144.332 307.312
  13 0.3125 143.77 305.255
  14 0.3375 143.014 309.421
  15 0.3625 144.308 306.01
  16 0.3875 144.296 304.011
  17 0.4125 144.424 305.09
  18 0.4375 143.68 314.138
  19 0.4625 144.356 327.606
  20 0.4875 143.868 329.297
  21 0.5125 144.866 336.151
  22 0.5375 144.214 343.246
  23 0.5625 144.686 337.455
  24 0.5875 143.376 329.44
  25 0.6125 144.85 313.012
  26 0.6375 144.314 313.824
  27 0.6625 143.282 314.116
  28 0.6875 144.578 306.125
  29 0.7125 144.576 299.325
  30 0.7375 143.758 299.101
  31 0.7625 144.74 293.667
  32 0.7875 144.16 299.877
  33 0.8125 143.392 295.663
  34 0.8375 144.486 296.273
  35 0.8625 144.166 283.95
  36 0.8875 144.326 280.182
  37 0.9125 144.162 284.62
  38 0.9375 144.012 279.078
  39 0.9625 144.238 264.046
  40 0.9875 143.97 250.495
415000 40 5760.000000000001
  1 0.0125 144.238 253.529
  2 0.0375 144.526 253.174
  3 0.0625 144.94 264.293
  4 0.0875 143.964 265.515
  5 0.1125 144.014 276.874
  6 0.1375 145.122 286.848
  7 0.1625 142.98 289.238
  8 0.1875 143.952 283.182
  9 0.2125 144.954 290.233
  10 0.2375 142.854 298.043
  11 0.2625 144.844 304.663
  12 0.2875 143.826 309.377
  13 0.3125 144.39 303.831
  14 0.3375 144.536 311.53
  15 0.3625 144.314 305.251
  16 0.3875 142.976 311.646
  17 0.4125 145.446 318.694
  18 0.4375 144.152 319.188
  19 0.4625 144.38 327.557
  20 0.4875 143.932 339.223
  21 0.5125 143.602 354.542
  22 0.5375 143.512 343.872
  23 0.5625 143.032 312.003
  24 0.5875 143.698 310.414
  25 0.6125 143.878 313.132
  26 0.6375 142.744 312.455
  27 0.6625 144.196 307.941
  28 0.6875 144.056 306.215
  29 0.7125 144.212 313.786
  30 0.7375 144.086 309.781
  31 0.7625 142.906 302.773
  32 0.7875 143.826 296.176
  33 0.8125 144.182 289.465
  34 0.8375 144.26 279.723
  35 0.8625 143.608 284.059
  36 0.8875 143.088 283.911
  37 0.9125 144.828 284.926
  38 0.9375 143.552 285.525
  39 0.9625 144.238 275.096
  40 0.9875 144.156 257.541
420000 40 5759.999999999999
  1 0.0125 143.914 251.46
  2 0.0375 143.902 256.242
  3 0.0625 144.672 264.894
  4 0.0875 143.666 271.122
  5 0.1125 143.742 281.122
  6 0.1375 144.256 282.649
  7 0.1625 143.748 293.437
  8 0.1875 143.634 292.081
  9 0.2125 144.124 297.687
  10 0.2375 143.2 306.733
  11 0.2625 144.302 304.449
  12 0.2875 144.004 303.295
  13 0.3125 143.962 304.02
  14 0.3375 144.812 306.49
  15 0.3625 143.392 309.119
  16 0.3875 144.384 308.894
  17 0.4125 144.51 305.303
  18 0.4375 144.316 310.607
  19 0.4625 143.784 321.156
  20 0.4875 143.776 333.663
  21 0.5125 143.884 347.862
  22 0.5375 144.48 346.72
  23 0.5625 144.262 328.634
  24 0.5875 144.018 314.546
  25 0.6125 144.106 310.563
  26 0.6375 144.194 305.452
  27 0.6625 144.662 311.15
  28 0.6875 143.468 310.254
  29 0.7125 143.876 307.854
  30 0.7375 143.81 301.431
  31 0.7625 144.472 296.606
  32 0.7875 143.78 299.296
  33 0.8125 143.59 283.629
  34 0.8375 144.784 287.272
  35 0.8625 143.222 283.387
