# Chunk-averaged data for fix temp_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
405000 40 11520
  22 0.5375 288.04 362.41
  23 0.5625 287.36 336.965
  24 0.5875 286.656 335.171
  25 0.6125 288.552 321.931
  26 0.6375 287.254 321.608
  27 0.6625 288.146 313.559
  28 0.6875 288.762 305.109
  29 0.7125 287.956 301.552
  30 0.7375 288.522 304.172
  31 0.7625 287.852 300.213
  32 0.7875 288.062 296.188
  33 0.8125 289.096 286.951
  34 0.8375 288.02 287.322
  35 0.8625 287.918 279.781
  36 0.8875 288.678 288.964
  37 0.9125 287.4 273.355
  38 0.9375 288 276.627
  39 0.9625 287.322 260.167
  40 0.9875 287.336 248.092
460000 40 11519.999999999996
  1 0.0125 288.068 233.799
  2 0.0375 288.276 241.472
  3 0.0625 288.476 254.766
  4 0.0875 288.712 266.881
  5 0.1125 289.146 277.206
  6 0.1375 288.808 270.592
  7 0.1625 287.666 282.447
  8 0.1875 287.252 287.129
  9 0.2125 287.476 294.103
  10 0.2375 286.814 295.954
  11 0.2625 288.084 300.153
  12 0.2875 287.94 300.196
  13 0.3125 288.12 303.691
  14 0.3375 287.502 304.637
  15 0.3625 288.55 315.936
  16 0.3875 287.858 323.107
  17 0.4125 287.862 315.519
  18 0.4375 288.034 315.809
  19 0.4625 287.934 320.221
  20 0.4875 289.364 339.365
  21 0.5125 287.822 356.222
  22 0.5375 288.826 369.608
  23 0.5625 288.386 341.513
  24 0.5875 288.328 326.335
  25 0.6125 288.816 327.674
  26 0.6375 288.07 325.279
  27 0.6625 287.856 319.372
  28 0.6875 287.696 316.976
  29 0.7125 288.208 311.565
  30 0.7375 287.014 309.707
  31 0.7625 287.514 300.514
  32 0.7875 288.658 296.216
  33 0.8125 288.178 297.952
  34 0.8375 286.396 288.444
  35 0.8625 287.396 280.21
  36 0.8875 287.12 276.124
  37 0.9125 288.264 273.899
  38 0.9375 287.952 269.076
  39 0.9625 288.15 265.313
